date_ny,S_open,S_close,call_ticker,put_ticker,strike_call,strike_put,expiry,days_to_exp,call_vol,put_vol,total_vol,call_price,put_price,call_iv,put_iv,avg_iv,call_vega,put_vega,avg_vega
2024-02-27,59.64,59.59,O:WMT240301C00060000,O:WMT240301P00060000,60.0,60.0,2024-03-01,3,14044,1746,15790,0.23,0.6,0.1859730345249176,0.1656776142597198,0.1758253243923187,0.0199093394722663,0.0194859748463064,0.0196976571592863
2024-02-28,59.55,59.62,O:WMT240301C00060000,O:WMT240301P00060000,60.0,60.0,2024-03-01,2,11728,1372,13100,0.16,0.51,0.1778422783374786,0.1584866727828979,0.1681644755601883,0.0157203387738174,0.0152530000337218,0.0154866694037696
2024-02-29,59.45,58.61,O:WMT240301C00058330,O:WMT240301P00058330,58.33,58.33,2024-03-01,1,2864,4635,7499,0.36,0.1,0.1537432548522949,0.1729143305778503,0.1633287927150726,0.0102281118116726,0.0106145207941269,0.0104213163028998
2024-03-01,58.8,58.76,O:WMT240308C00059170,O:WMT240308P00059170,59.17,59.17,2024-03-08,7,9647,1073,10720,0.28,0.6,0.1399721799373627,0.1099882284164428,0.1249802041769027,0.0305451685210372,0.0293521268040513,0.0299486476625442
2024-03-04,58.5,59.3,O:WMT240308C00059170,O:WMT240308P00059170,59.17,59.17,2024-03-08,4,7529,4764,12293,0.53,0.35,0.1867948359727859,0.1664386209964752,0.1766167284846305,0.0245819205620259,0.0245420095830688,0.0245619650725473
2024-03-05,59.87,60.04,O:WMT240308C00060000,O:WMT240308P00060000,60.0,60.0,2024-03-08,3,34400,4015,38415,0.46,0.37,0.2025592621803283,0.1795087686538696,0.191034015417099,0.021692815934695,0.0216891083410975,0.0216909621378963
2024-03-06,60.12,60.57,O:WMT240308C00060830,O:WMT240308P00060830,60.83,60.83,2024-03-08,2,9418,543,9961,0.23,0.44,0.1921883996963501,0.1627616138219833,0.1774750067591667,0.0171305152952932,0.0168272111150989,0.016978863205196
2024-03-07,61.0,60.36,O:WMT240308C00060000,O:WMT240308P00060000,60.0,60.0,2024-03-08,1,3415,5929,9344,0.5,0.12,0.2263965107917785,0.2081151835441589,0.2172558471679687,0.0110629218731986,0.0108074261265963,0.0109351739998975
2024-03-08,60.0,60.12,O:WMT240315C00060000,O:WMT240315P00060000,60.0,60.0,2024-03-15,7,4918,3274,8192,0.51,0.5,0.1348482586383819,0.1681530318498611,0.1515006452441215,0.0329908209184598,0.0330574809214231,0.0330241509199414
2024-03-11,60.1,60.66,O:WMT240315C00060830,O:WMT240315P00060830,60.83,60.83,2024-03-15,4,6152,445,6597,0.28,0.6,0.1413568688869476,0.2012339374780655,0.1712954031825065,0.0249186928661228,0.0251447502432816,0.0250317215547022
2024-03-12,60.95,61.41,O:WMT240315C00061670,O:WMT240315P00061670,61.67,61.67,2024-03-15,3,10506,1957,12463,0.18,0.6,0.1310804170131684,0.2059144150018692,0.1684974160075187,0.0208942530082205,0.0216940081984309,0.0212941306033257
2024-03-13,61.26,61.28,O:WMT240315C00061670,O:WMT240315P00061670,61.67,61.67,2024-03-15,2,6551,516,7067,0.1,0.65,0.1364303515911102,0.2351895717144012,0.1858099616527557,0.0149031965107564,0.0169872776476774,0.0159452370792169
2024-03-14,61.28,61.02,O:WMT240315C00060830,O:WMT240315P00060830,60.83,60.83,2024-03-15,1,2575,3308,5883,0.35,0.14,0.1912328498840332,0.1746537745475769,0.182943312215805,0.0121192219090571,0.0120028379491512,0.0120610299291041
